(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Arch_44__060_173.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_187.001 (3096 verts)	29	True	False	True	1	[Arch_44__060_3.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_9.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_106 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl01.002 (2959 verts)	8	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 128x40 times]
		wind sheald.001 (451 verts)	44	True	False	True	1	[Glass.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 16x11 times]
		Arch_44__060_7.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_81 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_159.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_83.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_176 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_123.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_157 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		tyre (4897 verts)	102	True	False	True	1	[Material5 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 0x0 times]
		engine side door (405 verts)	27	True	False	True	1	[paint_black (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x2 times]
		Arch_44__061_43 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_75 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_98 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		smaall led (894 verts)	11	True	False	True	1	[flutes (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		Arch_44__060_51.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_118 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_154 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_129.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_141 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_144 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_40.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_150 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_36.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_80 (146 verts)	10	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_136 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_12.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light glass.001 (1333 verts)	27	True	False	True	1	[Translucent_Glass_Gray (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 11x16 times]
		Arch_44__060_39.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		inner back light.001 (151 verts)	0	True	False	True	1	[LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 76x149 times]
		Arch_44__061_30 (146 verts)	1	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_20 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Tap (1198 verts)	13	True	False	True	1	[Material.037 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_69 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_63 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		first floor walls.008 (116 verts)	26	True	False	True	1	[first floor walls.046 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_90 (146 verts)	10	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_9 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Water Cooler.001 (112 verts)	168	True	False	True	1	[Water cooler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x1 times]
		back light.001 (508 verts)	20	True	False	True	1	[glass_clear_rear (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x3 times]
		Arch_44__061_19 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_4 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_2 (146 verts)	1	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_127.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		side glass.001 (167 verts)	40	True	False	True	1	[glass_clear (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_128.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_51 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_117.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_15.001 (138 verts)	5	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_60 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_85 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_59 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_191.001 (1321 verts)	62	True	False	True	1	[Arch_044_060_wood_1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_83 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_132 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_181.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wheel bolt (803 verts)	0	True	False	True	2	[FELGE1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_160 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_88.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_28.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_179.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_25.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_35 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_79.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light lamp.003 (2864 verts)	11	True	False	True	3	[LICHTER1 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 50x52 times]
		Arch_44__061_47 (146 verts)	8	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_166.001 (108 verts)	8	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_48 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_122.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_82 (146 verts)	10	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Top.003 (983 verts)	11	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 233x42 times]
		Arch_44__061_68 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		cliber (9187 verts)	53	True	False	True	5	[tech_metal_susp (UnityEngine.Material)] [chrome (UnityEngine.Material)] [plastic_BLACK_no (UnityEngine.Material)] [brake_calliper_o (UnityEngine.Material)] [HL_bezel_main (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 3x3 times]
		breaks.001 (1920 verts)	12	True	False	True	2	[BREMSE1 (UnityEngine.Material)] [FELGE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x24 times]
		Arch_44__060_67 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_145 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_7 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		out wheel (2528 verts)	31	True	False	True	1	[Material.035 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 7x7 times]
		Arch_44__061_26 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_203 (1696 verts)	18	True	False	True	1	[Arch_44__061_1.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Arch_44__060_141.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Base.002 (5035 verts)	8	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 240x45 times]
		Arch_44__060_96 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_92.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_120.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_46 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		breaks.002 (1920 verts)	43	True	False	True	2	[BREMSE1 (UnityEngine.Material)] [FELGE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 17x24 times]
		Arch_44__060_166 (108 verts)	1	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_163.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_152.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		door tri (24 verts)	0	True	False	True	1	[plastic_ext_ao (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 2x0 times]
		inner back light (151 verts)	11	True	False	True	1	[LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 76x149 times]
		Arch_44__060_31 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Top.002 (983 verts)	11	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 233x42 times]
		Arch_44__060_17.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_20.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_167.001 (108 verts)	5	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		back wind sheald (591 verts)	13	True	True	True	2	[glass_black (UnityEngine.Material)] [glass_clear (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times] [WARNING: Submeshes share verts or triangles. 'Multiple Combined Materials' feature may not work.]
		Arch_44__060_78 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		red back light.001 (185 verts)	0	True	False	True	2	[LICHTER2 (UnityEngine.Material)] [LICHTER3 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 78x126 times]
		small glass (339 verts)	0	True	False	True	1	[Glass.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x16 times]
		Arch_44__060_24.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_175 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_22 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_153 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_89 (138 verts)	1	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		wheel bolt.001 (803 verts)	1	True	False	True	2	[FELGE1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		head light body.001 (3042 verts)	63	True	False	True	3	[LICHTER1 (UnityEngine.Material)] [TEILE2 (UnityEngine.Material)] [TEILE1 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 58x47 times]
		Arch_44__060_64 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_49 (146 verts)	8	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_38 (146 verts)	5	True	False	True	2	[Material #6.002 (UnityEngine.Material)] [Material #7.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_19 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_87.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_109.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_52.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		 exhaust (402 verts)	27	True	False	True	1	[exhaust (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 4x4 times]
		SS_tray (232 verts)	12	True	False	True	1	[Material.038 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_39 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_52 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_109 (11884 verts)	12	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #6.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_56 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_74 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_5.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_48 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		burrom (2371 verts)	72	True	False	True	1	[filler (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 98x56 times]
		Arch_44__060_74.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_149.001 (108 verts)	9	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_66.001 (138 verts)	0	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_194 (1264 verts)	11	True	False	True	1	[Material #6.002 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_145.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_62 (138 verts)	9	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		ChamferCyl01.003 (2959 verts)	8	True	False	True	1	[dark_plastic.001 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 128x40 times]
		Arch_44__060_164.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_175.001 (108 verts)	5	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_105.001 (108 verts)	1	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_137 (108 verts)	0	True	False	True	1	[Material #6.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_45.001 (138 verts)	0	True	False	True	2	[Material #6.007 (UnityEngine.Material)] [Material #7.007 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_103 (108 verts)	0	True	False	True	1	[Material #6.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__060_86.001 (138 verts)	10	True	False	True	2	[Material #6.006 (UnityEngine.Material)] [Material #7.006 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_84 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
		Arch_44__061_17 (146 verts)	0	True	False	True	2	[Material #6.003 (UnityEngine.Material)] [Material #7.003 (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x1 times]
